,restaurant,text,date,source,sentiment_score,sentiment
115,The Diplomat,"Outstanding food. We came here on recommendation from a friend who suggested the burger. We ordered the sourdough bread, onion salad, Diplomac burger, and the trout. All of these dishes were fantastic. The sourdough bread was amazing with the compound butter - definitely try it. You must get the Diplomac. This burger may actually be the best burger I have had. It’s nothing crazy, just a classic burger but done so ridiculously well. The American cheese in every bite was just something else. If you like burgers, you need to try this burger.

Cocktails were great and the beers and wines were also good. Service was great - the bartender took care of the bar whole room, not just the bar. Massively impressive because he was super polite and welcoming alongside that. Ambiance was also just cozy and great for a laid back date night.

TLDR: Definitely recommend and get the burger. I cannot wait to come back!",2025-11-02T19:00:59.814Z,google,0.08280254777070063,neutral
116,The Diplomat,"EDIT!!!! AND PLEASE READ! Amazing. The food..beyond any expectations and lick the plate clean...to the last bite.

HERE IS UPDATED REVIEW..PLEASE BEAWARE:
Have always had a decent time at The Diplomat, until last night. The owners, both of them, are the rudest, condescending, zero customer service skills I have ever seen. My very lengthy YELP review goes into more and after reading a couple of the less than great reviews on here I see this is typical behavior for them. The female owner was rude from the start with aunt. We order small plates but our entrees were taking longer than normal. Bartender went to see what was going on. They missed our ticket completely and would make our food as soon as they could. I asked if something could be done about this and the wait. Apparently you aren't allowed to question thier terrible service. We were give two options. They will pay for our meal so far but we would NOT be served our entrees and we can leave OR they won't pay for anything and we will be served our entrees. It was ridiculous, I questioned why these were our options. The male owner and chef came out by us, yelled, belittled, made a scene in front of everyone. We decided to cut our losses and just finish our fries and leave, which we werent allowed to do. Female owner began taking our plates away mid bites.

They wouldn't let us tip the bartender- said they would, even tho we tried
I was accused of only wanting something for free-NOT THE CASE AT ALL
We were yelled at FOR THEIR MISTAKE YOU FORGOT OUR FOOD!
Got home and immediately reviewed them at almost 10PM I started receiving calls from the Diplomat, which i rejected but they would call back right away. 10pm!?!? This is a very late time to call someone and EXTREMELY UNPROFESSIONAL. No voicemail was left. From another review they must have been calling to yell at me again. Proceed with caution when you visit this establishment as one other other the ego of the chef is out of control. There is a high chance you will be assaulted at the least verbally by the chef. Really hope they do not treat their staff this way also.

To the Diplomat- DO NOT CALL ME AGAIN.",2025-10-19T15:47:37.455Z,google,-0.006297229219143577,neutral
117,FiL FiL,"I enjoyed the Fil Fil Mix Grill with Fil Fil sauce and the manager added a dried Fil Fil pepper. Staff is awesome, food fresh, made from scratch, and the regulars know one another and the staff - it's a place the locals frequent.",2025-12-09T02:54:09.096Z,google,0.045454545454545456,neutral
118,FiL FiL,Cheap open late very good food nice people very time in mke I stop in.,2025-12-02T01:21:29.727Z,google,0.1,neutral
119,FiL FiL,"If you need a quick late night bite or food at any hour, RUN, don’t walk, to this place. We stopped in for the first time tonight and had some of the best service I’ve had in a long time. The owner and the guys working were incredibly kind and welcoming.

We took everything to go, and once we started eating we all went quiet. That alone says it all.

Fil Fil is an easy new favorite, and I can’t wait to visit again next time we are here. Highly recommend!",2025-11-23T05:36:59.146Z,google,0.010638297872340425,neutral
120,FiL FiL,"Owner and all the staff were super friendly!! They were open until 3 am, so it was the perfect spot to go to after a late night out. Some of my family members are celiac, and they did their best to accommodate—even giving us samples just to make sure we’d like the food. I would literally come all the way back to Milwaukee just to eat here again. Highly recommend their baklava! :)",2025-11-23T05:19:16.230Z,google,0.04054054054054054,neutral
121,Daddy's Soul Food & Grille,Enjoyed the Catfish,2025-12-09T02:20:10.649Z,google,0.0,neutral
122,Daddy's Soul Food & Grille,Overall amazing the food here was great!,2025-12-06T21:42:31.864Z,google,0.2857142857142857,positive
123,Daddy's Soul Food & Grille,"The catfish, mac n cheese and greens are always good!",2025-12-04T22:47:35.305Z,google,0.1,neutral
124,Daddy's Soul Food & Grille,"I’m honestly done with Daddy’s Soul Food & Grille in Milwaukee. Every single time I order from here, they forget one or two items in my bag. And when you bring it to their attention, instead of fixing the mistake, they get rude and act like you’re the problem. The customer service is horrible — they talk to you like you don’t matter and definitely don’t appreciate your business.

What makes it worse is that they overcharge for the items they forget, give no apology, no explanation, and make zero effort to make it right. It’s always just “we forgot,” and that’s it. No professionalism at all. I really wanted to support this business, but the disrespect and lack of care is unbelievable.

Would not recommend.",2025-11-30T22:33:28.766Z,google,-0.022900763358778626,neutral
125,Daddy's Soul Food & Grille,Daddys catered our mother's memorial with perfection! The food was hot and delicious and we could not be more happy.,2025-11-22T02:07:17.278Z,google,0.047619047619047616,neutral
126,Merriment Social,"Great service, great food.. slightly too dark to see the menu, but love the ambiance",2025-11-24T06:39:50.855Z,google,0.2,positive
127,Merriment Social,"Great brunch service, the monkey bread and shareable are perfect portions!",2025-11-16T20:32:23.676Z,google,0.18181818181818182,positive
128,Merriment Social,"It's a fun, relaxed place to meet with friends.",2025-11-12T14:45:23.750Z,google,0.0,neutral
129,Merriment Social,"We hosted our family rehearsal dinner and ""night before wedding drinks for friends"" here. Everyone had a phenomenal experience, with both the food and the service! It was the perfect place to kickoff my daughter's wedding festivities! Joe was amazing to work with to make all of the arrangements. Highly recommend for your event!",2025-10-25T18:25:37.259Z,google,0.07272727272727272,neutral
130,Merriment Social,This place is in a cool old garage of some sort. Great place for brunch. The food was a little different.,2025-10-21T12:27:53.375Z,google,0.047619047619047616,neutral
131,Saint Bibiana,"Walked in sat down and no one took my order the next group came in and they were greeted and served, I grabbed my stuff and left!!! The total disrespect!!!!",2025-11-25T23:01:57.459Z,google,0.0,neutral
132,Saint Bibiana,Good food . Killer service. Awesome place,2025-11-22T18:14:39.809Z,google,0.3333333333333333,positive
133,Saint Bibiana,DJ runs the same BPM all night…after an hour gets a bit old. Other than that great service and a great place to get a drink,2025-11-22T04:54:54.370Z,google,0.07407407407407407,neutral
134,Saint Bibiana,Food is amazing@,2025-11-22T03:14:21.205Z,google,0.3333333333333333,positive
135,Saint Bibiana,Breakfast all day. I'm super picky about my eggs and they nailed them,2025-11-08T17:31:51.862Z,google,0.0,neutral
136,Tre Rivali,"Well, I think it may have been short staffed but we waited about 25 mins to get a table and food was slow. I was a little more hopeful for my acai bowl, they even forgot my spoon. It's just not a tightly run ship, we came down because we're hotel guest. Hopefully this is received as constructive feedback.",2025-12-07T17:46:31.788Z,google,0.0,neutral
137,Tre Rivali,"beyond amazing service.
bagel and salmon is deconstructed so beware.
would recommend.",2025-11-25T20:08:12.256Z,google,0.16666666666666666,positive
138,Tre Rivali,Always a great night - food is good and love the atmosphere. A definite go to on our list,2025-11-23T13:55:36.583Z,google,0.16666666666666666,positive
139,Tre Rivali,Love the vibe of this place but was not a huge fan of their pizza. I recommend getting their pasta if you do come here as that was good. The service is great and can go upstairs to the outsider for a drink after dinner!,2025-11-08T17:45:37.472Z,google,0.08888888888888889,neutral
140,Casablanca,Chicken is delicious.,2025-12-05T18:20:50.137Z,google,0.3333333333333333,positive
141,Casablanca,Vary nice people good prices and alot of fun,2025-11-13T18:58:26.548Z,google,0.1111111111111111,positive
142,Casablanca,Isabella j is really hotter and very,2025-11-08T22:20:59.988Z,google,0.0,neutral
143,Casablanca,Good food and drinks and Isabella j the hot one is the best bartender ever place would go down hill without her she’s the best ever,2025-11-08T22:20:41.552Z,google,0.1111111111111111,positive
144,Casablanca,"The food was good, but expensive. In total, it was about $200 for two meals, two appetizers, two drinks, and a hooka. It was alright, but not my go to spot",2025-11-07T02:46:57.174Z,google,0.0,neutral
145,La Masa Empanada Bar,great food and service,2025-12-07T03:28:04.269Z,google,0.25,positive
146,La Masa Empanada Bar,La Masa is a must visit! Lots of options for empanadas including dessert ones. The initials on the empanadas was a great touch as well so you know which ones you are trying. My favorite was the Cuban!,2025-11-23T17:07:18.978Z,google,0.10526315789473684,positive
147,La Masa Empanada Bar,Decent empanadas.  I appreciated how thin their dough was.  The combo meal is a decent value. Really appreciated that they had several vegetarian empanadas to choose from.,2025-11-18T00:42:03.875Z,google,0.0,neutral
148,La Masa Empanada Bar,Alana was the BEST!! Made my experience so great and recommended great empanada options. Give this girl deserves a raise 😇,2025-11-07T06:52:50.922Z,google,0.15,positive
149,Café Benelux,"What a wonderful experience in the domes. We were in the first dome and our waiter was fantastic. Upon checking in, the hostess had excellent customer service. She had great energy and set us up for a fun night. It was a beautiful view. We tried the cheese curds and cheesy bread, which were yummy. If you're considering renting a dome, do it!",2025-12-07T03:13:42.101Z,google,0.078125,neutral
150,Café Benelux,"The food tastes phenomenal. Unfortunately, they brought me plastic silverware, which is a shame.  It's like drinking the best wine in a plastic cup.
Fortunately in the half way,  they fixed.
Great place in Milwaukee. One of my favorite.",2025-12-04T00:44:24.441Z,google,0.075,neutral
151,Café Benelux,Myself and husband had a date night there in the heated domes for the first time and 10/10. Our server ELI was amazing! Food was delicious! We will definitely be back!,2025-12-03T01:14:10.003Z,google,0.0625,neutral
152,Café Benelux,"We had such a great experience at Café Benelux. Everything we ordered was delicious. The cheese curds were cooked to perfection with a light, crisp breading that didn’t feel too heavy. The burrata tartine was fresh and flavorful, and the burrata and grilled veggie sandwich was outstanding—perfectly balanced and even better with the side of fries. We finished with the carrot cake, which was incredibly moist and the ideal ending to the meal.

We sat on the top floor, and since it was November, the space was decorated for the holidays. The atmosphere felt magical—cozy, warm, and festive without being over the top. A perfect spot for a seasonal outing or a relaxing bite with great food.",2025-12-01T12:53:30.096Z,google,0.075,neutral
153,Café Benelux,Very expensive for little food,2025-11-30T00:40:09.364Z,google,-0.3,negative
154,Mader's Restaurant,Unique food & experience.,2025-12-07T01:38:35.292Z,google,0.0,neutral
155,Mader's Restaurant,"Always a great experience, from the food to the staff to the atmosphere.",2025-12-05T18:42:50.950Z,google,0.07692307692307693,neutral
156,Mader's Restaurant,Popped in on Wednesday 11/3 for a cocktail and beer. Our bartender will gave great recommendations and made us feel very welcome. All the staff were very accommodating and showed us around. This bar is full of incredible historical things.,2025-12-04T19:58:35.367Z,google,0.04878048780487805,neutral
157,Mader's Restaurant,"READ THEIR PUBLIC HEALTH INSPECTION REPORTS BEFORE YOU CONSIDER EATING HERE.

I visited this restaurant when my friends regretfully chose to get married here back in June. A massive rat ran out from an employee-only area in the MIDDLE of their wedding ceremony in the private space you can rent on the second floor, to the shock and horror of all their friends and family. They had to issue to massive refund to try to smooth things over.

I promise their inspection reports speak for themselves.",2025-12-02T07:12:48.419Z,google,0.0,neutral
158,Mader's Restaurant,"Awesome experience, a Weider Rosemary friendly and accommodating. That's in on history at the restaurant in even invited us upstairs to look around. Portions were very large and the food was excellent.",2025-12-02T02:12:11.292Z,google,0.09090909090909091,neutral
159,Mader's Restaurant,"Hats off to Mader's! And a very special thank you to Eve and also Vinny in the valet lot for assisting my elderly mother with parking.  You guys are the best.  Can't wait to come back!

EDIT-- We came back and had a wonderful family dinner this afternoon (11/30/2025). Mercedes was our waitress and she answered all our questions about the building, Mader's history and menu suggestions. She was great.  Thank you, Mercedes!!",2025-12-01T01:32:10.194Z,google,0.02564102564102564,neutral
160,Story Hill BKC,"I just love the food here. I had the Crepe Monsieur for breakfast this morning and it was so tasty, with perfectly poached eggs, tender ham and tangy pickles. It was a large enough portion for two servings. Definitely recommend Story Hill for both brunch and dinner!",2025-12-07T04:56:18.279Z,google,0.10638297872340426,positive
161,Story Hill BKC,"Food was presented well, but it really wasn't as great as I thought it'd be. Flavor was just okay, definitely not something I would remember or make me want to go back, especially for the price.",2025-12-05T20:41:58.098Z,google,0.02631578947368421,neutral
162,Story Hill BKC,"The food was fantastic, they know what they are doing! Great atmosphere, neat decor. I plan to go back",2025-12-05T12:44:56.929Z,google,0.10526315789473684,positive
163,Story Hill BKC,Our favorite brunch spot!! Great food and service.,2025-11-23T13:56:40.585Z,google,0.25,positive
164,Story Hill BKC,"This year, I’m a liaison for an exchange student from Mexico. Decided that for our November update we would go out to eat and we both loved it!!",2025-11-21T19:59:56.752Z,google,0.034482758620689655,neutral
165,The Edison,"Get anything but the smash burger.
$22 cheese burger with a side of  unseasoned backseat McDonald's French fries.",2025-12-07T22:34:41.178Z,google,0.0,neutral
166,The Edison,"While visiting the town on business, a coworker and I stopped in for dinner. I ordered the ribeye cooked medium-rare. Being from Texas, I make a point to try ribeyes in different states while traveling to compare the quality. Unfortunately, this one was very disappointing. It was overcooked and tasted as though it hadn’t been seasoned at all. I managed to eat about half before giving up. To make matters worse, it cost around $60 for a steak with virtually no flavor.",2025-11-21T02:21:06.734Z,google,-0.02976190476190476,neutral
167,The Edison,"Great food and service. We had the house salad, steak frites, trout and the pigs in a blanket. The cocktails are fantastic.

Great happy hour deals.",2025-11-18T15:10:15.322Z,google,0.11538461538461539,positive
168,The Edison,"You’d expect something special from the Edison’s prices and atmosphere, but the food is boring, poorly seasoned, and unimaginative. Absolutely not worth the price.",2025-11-18T03:03:42.948Z,google,-0.057692307692307696,neutral
169,The Edison,Delicious espresso martini. The wagyu ribeye was the bomb. Beautiful and great date spot,2025-11-15T22:56:47.261Z,google,0.14285714285714285,positive
170,The Edison,We unknowingly went during happy hour so they are switching between lunch and dinner so have a limited menu but got the wings and they were amazing definitely recommend.,2025-11-12T18:37:43.763Z,google,0.06896551724137931,neutral
171,Tauro Cocina,Really great pizzas and unique cocktails.,2025-12-10T01:42:01.558Z,google,0.25,positive
172,Tauro Cocina,"I’ve been here twice now. Both times were amazing! The food is so good, and I Ioved the drink from my last visit. The red sangria was delicious! I recommend the cilantro risotto. It was so flavorful, and the shrimp was great too. On the last trip, we got the churros for dessert. They came out hot and tasted amazing with the raspberry dipping sauce. Can’t wait to go back to try the pastas next time!",2025-12-07T17:09:13.077Z,google,0.07692307692307693,neutral
173,Tauro Cocina,"I’ll keep it short and sweet. 5th time here. Never had a bad meal. Drinks and service are excellent. The parmesan risotto with birria is out of this world. Come here are order it, don’t think twice.",2025-12-01T05:26:15.489Z,google,0.0,neutral
174,Tauro Cocina,Got the cilantro risotto and birria pizza. Was insanely good and yummy!!! Great portion sizes too,2025-11-17T14:32:43.631Z,google,0.1875,positive
175,Tauro Cocina,"My wife and I had our rehearsal dinner for 40 in the Jardin room and everything was absolutely perfect! The food, service and planning was top notch. Their grilled salmon with cilantro risotto is a 10/10. Ahide & her family do a wonderful job. We couldn’t recommend Tauro Cocina more.",2025-11-16T19:11:02.041Z,google,0.06862745098039216,neutral
176,Tauro Cocina,"The Spritz, the pizza, and risotto at Tauro Cocina reminded my wife and I of our honeymoon in Italy. Thank you for the memories and kind service.",2025-11-15T03:31:41.552Z,google,0.0,neutral
177,Oggie's Kitchen & Bar,Came in for a last minute dinner and joyli was my server. Please ask for her when you come. Her energy is electric. She will make you feel right at home. The food was delicious. I had the calamari and tandoori chicken. Both very well put together. I will deffinatly be back.,2025-11-13T03:05:14.933Z,google,0.04807692307692308,neutral
178,Oggie's Kitchen & Bar,Good food slow service,2025-10-30T11:35:44.769Z,google,0.0,neutral
179,Oggie's Kitchen & Bar,Friendly team and great customer care. Everything was quick and easy.,2025-10-15T11:48:43.913Z,google,0.18181818181818182,positive
180,Oggie's Kitchen & Bar,"This place was great! I have a food allergy and they were SO attentive (a rare thing). Good food, great atmosphere, and a great server (Kala) We will definitely be back!",2025-10-06T01:34:39.975Z,google,0.16129032258064516,positive
181,Oggie's Kitchen & Bar,I went here for Happy hour for my Birthday 🎂.,2025-08-24T16:56:20.310Z,google,0.0,neutral
182,Oggie's Kitchen & Bar,"Not your typical hotel breakfast, this place was awesome, reasonably priced, and quiet! Look at that burrito!",2025-08-18T14:50:55.067Z,google,0.058823529411764705,neutral
183,Oak Barrel Public House,Average pub with Average food.,2025-12-06T02:16:02.371Z,google,-0.4,negative
184,Oak Barrel Public House,We had a great server and food. I'm unsure of their name but they gave us great service and were very kind. Cheese curds are a must order and try a cocktail I had my 1st butter beer and was not disappointed.,2025-12-01T05:13:08.617Z,google,0.09302325581395349,neutral
185,Oak Barrel Public House,"Cute inside, our server was good but waited an hour for our food which was not very good. They were out of multiple simple things like chips and bread. Apparently the whole kitchen staff is new. Very disappointing.",2025-12-01T00:35:08.863Z,google,-0.05263157894736842,neutral
186,Oak Barrel Public House,"Food and service was not great. My buffalo chicken wrap was cold on the inside. We asked for a few things when they brought the food out and the food runner just never came back. Our server was ok, could tell he was doing his best but very subpar service. Loved the Christmas decor here though.",2025-11-30T23:16:47.494Z,google,0.0,neutral
187,Oak Barrel Public House,Had dinner before a game (close to Fiserv and UWM arenas).  Server was friendly. Food came out quick.,2025-11-30T02:02:14.394Z,google,0.05555555555555555,neutral
188,Oak Barrel Public House,"Lovely atmosphere and wonderful burgers! My husband had the black and Blue and I had the Bacon Jam burgers- definitely coming back for these!
Good prices for an upscale bar. We had a great server as well.",2025-11-23T23:59:32.478Z,google,0.10810810810810811,positive
189,Mediterranean cuisine,"I placed an order for beef kabob plate and chicken kabob plate  , pita bread and chocolate cake.    I drove 28 mins .  Food was never made .     This restaurant wasted my time , money and gas and worst I never got my food..    owners please see the picture below.",2025-12-01T04:12:34.039Z,google,-0.021739130434782608,neutral
190,Mediterranean cuisine,Amazing food for an office lunch. It was ready very quickly and everthing was fresh and delicious!,2025-11-26T19:03:23.417Z,google,0.17647058823529413,positive
191,Mediterranean cuisine,Had a delicious and quick chicken shawarma for lunch today! Would definitely get again!,2025-11-24T19:03:16.291Z,google,0.0,neutral
192,Mediterranean cuisine,Delicious!,2025-11-22T04:49:38.361Z,google,1.0,positive
193,Mediterranean cuisine,Great food and very welcoming staff! Very reasonably priced and their online ordering system is a breeze! Perfect spot for lunch during the work week.,2025-11-22T00:07:30.012Z,google,0.08,neutral
194,Swingin' Door Exchange,"Love it here!!!The vermouth carrots are to die for!!! Love the staff, they are always very kind, great drinks too!!!",2025-12-09T01:15:02.435Z,google,0.14285714285714285,positive
195,Swingin' Door Exchange,"Classic Wisconsin pub vibes done right. Cozy atmosphere, great food, and genuinely excellent service. Everything felt welcoming from the moment we walked in. Highly recommend if you’re looking for a true hometown pub experience.",2025-12-07T23:31:19.863Z,google,0.11428571428571428,positive
196,Swingin' Door Exchange,Small place but packs a punch.  Good food. Good drinks.  The old fashion they make is awesome.,2025-12-06T17:33:11.983Z,google,0.17647058823529413,positive
197,Swingin' Door Exchange,"TIGHT space, get there early or really late. Just enought space to accommodate the bar. Quaint 1980s bar... fun
Food is top notch.
Service is great!",2025-12-02T16:44:10.648Z,google,0.038461538461538464,neutral
198,Swingin' Door Exchange,On our first day of vacation in the fine city of Milwaukee my girlfriend and I had it in mind to enjoy a light lunch before an evening barcrawl. We found ourselves at this lively establishment the swinging door exchange. We came in around 1pm and the lunch rush was in full swing. We were seated within about 20 mins which was fine. We both imbibed in some craft beer and split the tuna melt sandwich with fries. It hit the spot contently. We had it in mind to stop by again before our departure from the city but it wasn't to be. However i believe i can firmly recommend this cozy eatery for a sumptous lunch or dinner.,2025-11-30T21:36:16.162Z,google,0.008333333333333333,neutral
199,Swingin' Door Exchange,"I thought the food was very good. Its a friendly nice restaurant.  Not pretentious and not a sports bar. Very pleasant.
Service was one point. Not pushy but stopped by regularly to check in. Good pace.
Seating was cramped. There are several options they need to pick one.",2025-11-30T02:43:16.695Z,google,0.07291666666666667,neutral
200,Swingin' Door Exchange,Very good food really cool atmosphere or pretty good service.,2025-11-30T00:55:58.002Z,google,0.25,positive
201,La Chinampa,We happened upon this gem while in Walkers Point. I had the chimichangas al pastor dinner and my wife had two tamales. All of it was delicious and the space was cozy. They brought out 3 hot sauces with our favorite being the chimichurri. It was spicy but so delicious.,2025-12-08T17:01:17.660Z,google,0.08,neutral
202,La Chinampa,I went to Milwaukee last year and I never would've thought the best Mexican food I've ever had would be in Wisconsin. I'm about to take another trip to Milwaukee soon and I can't wait to go back to this place.,2025-12-03T17:59:58.526Z,google,0.0,neutral
203,La Chinampa,This is my go to place in the area. Pretty good burritos that taste better each time I go.,2025-12-01T22:24:12.218Z,google,0.05263157894736842,neutral
204,La Chinampa,Killer food. Came in during off hours and they made fresh tortilla chips for me. Enchiladas were great. Solid lunch deals,2025-11-15T19:45:45.936Z,google,0.09523809523809523,neutral
205,La Chinampa,"If you want some good Mexican food, this is THE place to go. Honestly this may be the best Mexican food I've ever had. Prices are unreal for the amount of delicious food you get! I'd consider this a hidden gem in the city, and totally worth trying out!",2025-10-08T16:20:07.417Z,google,0.08823529411764706,neutral
206,La Chinampa,This is the best place ive ever been to! The birria tacos were so memorable that i know im going to dream about them later. The staff was very nice too.,2025-10-05T14:21:09.652Z,google,0.03225806451612903,neutral
207,La Chinampa,Great spot with great food and friendly staff,2025-10-02T21:03:56.568Z,google,0.375,positive
208,Birch,"My husband surprised me with a dinner at Birch for our 5 year anniversary and it didn’t disappoint! From the minute we walked in, the service was impeccable and friendly. We decided to splurge the Chef’s Tasting Menu and the experience was unforgettable. We are both extremely critical of fine dining and we had no notes. My husband chose the wine pairing and was visited by the restaurant’s Sommelier, who was very kind and passionate in explaining the story behind the wines. From drinks to dessert, we left feeling like we actually got a deal for the amazing food, drinks, and experience we received. Special shoutout to our waitress, Rachel, who went above and beyond!",2025-12-06T02:07:18.489Z,google,0.01694915254237288,neutral
209,Birch,"We had the pleasure of experiencing the chef tasting and wine pairing at the counter.
This was excellent in every way - very happy with our meal and overall hospitality.",2025-12-05T19:07:09.128Z,google,0.034482758620689655,neutral
210,Birch,"Cannot say enough amazing things about our Birch dinner experience! We came for my boyfriend’s birthday and we were blown away by the food and the service from everyone! Truly, run, don’t walk here. We can’t wait to return! Didn’t even take any pics of the food or drinks because we were enjoying the moment too much!",2025-12-04T03:06:39.012Z,google,0.0,neutral
211,Birch,Exceptional menu and drinks. Very attentive service. Great ambience.,2025-12-03T20:41:34.196Z,google,0.3888888888888889,positive
212,Birch,"Went to Birch on my birthday and yes, the food was amazing, they took good care of every single product, bite, story… but I needed to highlight that the staff signed me a birthday card!! It was so unexpected that tears came to my eyes when I saw all of their names and birthdays wishes! Thank you so much ❤️ We live thousands of miles away but we’ll be back!",2025-12-02T04:12:29.665Z,google,0.02857142857142857,neutral
213,Birch,"Was noticeably blown away by the service and friendliness of every staff member. My friend and I popped into the bar area before a show. Drinks, food, and service were all top tier. Will definitely be back soon.",2025-11-16T16:43:34.621Z,google,0.0,neutral
214,Tupelo Honey Southern Kitchen & Bar,The food was really great with a southern flare . Disappointed that they didn't serve Boudin or etuofee.,2025-12-08T03:17:01.714Z,google,0.027777777777777776,neutral
215,Tupelo Honey Southern Kitchen & Bar,"This was our first time here and we will most definitely be back! Our server, Sunshine, was super nice and provided great service! The food was absolutely delicious. We started with the Biscuits for a cause with blueberry jam. They were perfectly warm and tasted amazing. I had the Mountain Morning Bowl which was very good and unique with the grits and potatoes. My partner had the Smothered Chicken which was also a hit. The potatoes for both of us were done to perfection. Lastly, the atmosphere was great. The decor is so cute and has great lighting. Thanks for a great brunch!",2025-12-06T17:33:56.953Z,google,0.08737864077669903,neutral
216,Tupelo Honey Southern Kitchen & Bar,Fried chicken was not anything special. I will give it one more shot.,2025-12-06T16:39:32.483Z,google,0.0,neutral
217,Tupelo Honey Southern Kitchen & Bar,The steak is horrible I'm sorry I have to give a review so the people know. It's not a steak that's worth it at all the taste and texture is not steak worthy at all. The potatoes are average. I love the fried green tomatoes and grits what an amazing dish that's all I would recommend from here. The waitress was great the people are great the place is clean and amazing looking. The food doesn't live up to the hype. My friend got another dish she had to send back because it wasn't made right and didn't taste right I can't comment on that dish because it was shrimp and I'm allergic!!!!! So j hate shrimp. The steak was really inedible remove it from the menu and replace it with a nice chuck!!!!!,2025-12-03T21:00:27.959Z,google,0.024475524475524476,neutral
218,Tupelo Honey Southern Kitchen & Bar,"Great food, knowledgeable staff",2025-12-02T22:53:31.111Z,google,0.25,positive
219,Zarletti,Best in Milwaukee!,2025-12-07T16:41:53.065Z,google,0.3333333333333333,positive
220,Zarletti,Perhaps the pasta is good  but the veal I had was like shoe leather and my wife's chicken was only slightly better...really terrible food and a bit expensive,2025-11-26T01:26:44.214Z,google,-0.05,neutral
221,Zarletti,Great food and expert wine pairing by Jackie made for a delicious and memorable meal. Can’t wait to return!,2025-11-25T08:05:31.921Z,google,0.05,neutral
222,Zarletti,Absolutely loved our experience at Zarletti. Brianna was our server and did a phenomenal job. She was so attentive and had great suggestions. Our food and service was unmatched. Will always revisit when I’m in town!,2025-11-21T02:23:54.311Z,google,0.12162162162162163,positive
223,Zarletti,"Zarlettis was good, but I wasn’t as blown away as I was expecting to be.

The bruschetta appetizer was mediocre, bread was like toasted grocery store bread. The tomato was crisp and fresh.

Mushroom arancini was quite tasty but not sure I’d order again.

Lamb ragu pasta was very good, no notes.

Butternut squash and sage butter ravioli needed some work. It wasnt bad, but the pasta to filling ratio was off , the filling itself was somewhat bland, and the sage butter did not come through very well.

The drinks were great! Service was great!

All and all, not a BAD meal by any means, but for the price point and hype… I won’t lie I was expecting near perfection.",2025-11-09T13:03:11.989Z,google,0.024390243902439025,neutral
224,Zarletti,"Truly exceptional experience!  My wife and I celebrated our anniversary dinner at the bar in 2025 and were treated like royalty.  Not only was the food outstanding, our bartender’s knowledge of the wine, food and culture was only outdone by his charisma.  Safe bet you’ll have a good time here.",2025-10-30T02:32:23.120Z,google,0.057692307692307696,neutral
225,Zarletti,Excellent in every respect.,2025-10-28T15:31:27.568Z,google,0.25,positive
226,Buckley's Restaurant & Bar,Excellent on every account. We ordered sourdough and lamb for appetizers. A couple cocktails and a bottle of red wine. For entree my friend had the mushroom pasta and I had the halbot risotto. Delicious. We had chocolate cake and carrot cake for dessert.,2025-11-22T02:59:22.788Z,google,0.045454545454545456,neutral
227,Buckley's Restaurant & Bar,"I’m honestly blown away that I’ve never been to Buckley’s before… because this place is phenomenal. From the moment we walked in, the experience was excellent.

We started with cocktails at the bar, and Tyler crafted some truly beautiful drinks. Thoughtful, balanced, and made with care… such a great way to kick off the evening.

Once seated in the dining room, our server was attentive, warm, and lovely. We began with the carpaccio and a fall-harvest style salad (can’t remember the exact name)… both were absolutely delicious.

For mains, we shared three dishes, and I genuinely can’t pick a favorite… they were all outstanding. The prosciutto-wrapped halibut with mushroom risotto was rich and perfectly executed. The roasted squash and broccoli over peanut mole was unique, flavorful, and beautifully plated. And the housemade pappardelle with shrimp, fennel, and nduja was perfection… fresh pasta with incredible depth of flavor.

Everything we ate was balanced, thoughtful, and just plain delicious. Buckley’s is officially going on my heavy rotation… absolutely worth a visit if you haven’t been!",2025-11-21T22:46:20.577Z,google,0.07692307692307693,neutral
228,Buckley's Restaurant & Bar,"Tried Buckleys with my family tonight based on a recommendation while visiting Milwaukee. Ordered the fried artichoke, the empanadas and focaccia appetizers, they  were all good. For our entrees we ordered the pork chop, chicken marsala and both my son and daughter ordered the pesto pasta. Pork chop and chicken were cooked well but both pastas dishes were very undercooked (seems to be a common occurrence as other reviews mention). They were not “al dente” but rather had a very starchy, hard to chew inedible texture so we brought it up to our server’s attention after the first bite, both dishes were lukewarm. He took both dishes back to the kitchen returning a minute later with an answer from the chef saying “that’s how they cook it and it is correct” which made for a very awkward moment. He offered to either leave us the dishes that he had taken back to the kitchen or that they could remake them. We asked for them to be remade since they were inedible, bringing the remade dishes about 10 minutes later when we were almost done eating our other entrees. The remade pasta was a little better but it still had a harder chew texture than what you would expect, I wouldn’t be surprised if the same pasta was just reheated, just not a good enjoyable dish. In hindsight offering to try a non pasta dish as an alternative would’ve been a better option if that’s how they serve all their pasta dishes. We didn’t say anything else since my kids were hungry and we were also celebrating my sons birthday, the overall experience had already been awkward. We did order the chocolate and carrots cakes for dessert which were very good. No manager came by at any point to check on the situation afterwards which I found odd for this type of restaurant and price point.",2025-10-18T04:11:55.781Z,google,0.003115264797507788,neutral
